date;country;value
1978;United States;1814.8193
1979;United States;1817.1194
1980;United States;1801.3328
1981;United States;1788.8071
1982;United States;1771.0435
1983;United States;1779.0808
1984;United States;1794.722
1985;United States;1800.7004
1986;United States;1780.5117
1987;United States;1787.9778
1988;United States;1797.7433
1989;United States;1809.9222
1990;United States;1795.5515
1991;United States;1787.2532
1992;United States;1775.0881
1993;United States;1790.0741
1994;United States;1807.9658
1995;United States;1817.5757
1996;United States;1823.6223
1997;United States;1828.6818
1998;United States;1839.5144
1999;United States;1841.6412
2000;United States;1844.9187
2001;United States;1823.8229
2002;United States;1806.9037
2003;United States;1791.0933
2004;United States;1789.9679
2005;United States;1787.311
2006;United States;1787.5776
2007;United States;1786.0842
2008;United States;1767.0127
2009;United States;1729.9553
2010;United States;1736.095
2011;United States;1745.0492
2012;United States;1745.438
2013;United States;1750.0786
2014;United States;1754.4224
2015;United States;1765.1826
2016;United States;1760.796
2017;United States;1757.2255
1990;Uruguay;1788
1991;Uruguay;1781.501
1992;Uruguay;1775.0256
1993;Uruguay;1768.5737
1994;Uruguay;1762.1454
1995;Uruguay;1755.7404
1996;Uruguay;1749.3585
1997;Uruguay;1743
1998;Uruguay;1736.6646
1999;Uruguay;1722
2000;Uruguay;1704.0769
2001;Uruguay;1672.7721
2002;Uruguay;1635.8788
2003;Uruguay;1612.8038
2004;Uruguay;1638.4481
2005;Uruguay;1628.0012
2006;Uruguay;1622.7958
2007;Uruguay;1608.918
2008;Uruguay;1623.9033
2009;Uruguay;1595.3755
2010;Uruguay;1590.4384
2011;Uruguay;1585.9154
2012;Uruguay;1571.8634
2013;Uruguay;1566.2067
2014;Uruguay;1562.999
2015;Uruguay;1552.347
2016;Uruguay;1552.347
2017;Uruguay;1552.347
1950;Venezuela;2179
1951;Venezuela;2162.9802
1952;Venezuela;2147.0784
1953;Venezuela;2131.2932
1954;Venezuela;2115.6243
1955;Venezuela;2100.0706
1956;Venezuela;2084.6311
1957;Venezuela;2069.3052
1958;Venezuela;2054.0918
1959;Venezuela;2038.9904
1960;Venezuela;2024
1961;Venezuela;2016.5787
1962;Venezuela;2009.1847
1963;Venezuela;2001.8177
1964;Venezuela;1994.4778
1965;Venezuela;1987.1648
1966;Venezuela;1979.8787
1967;Venezuela;1972.6191
1968;Venezuela;1965.3862
1969;Venezuela;1958.1799
1970;Venezuela;1951
1971;Venezuela;1955.6555
1972;Venezuela;1960.3223
1973;Venezuela;1965
1974;Venezuela;1969.5398
1975;Venezuela;1974.0902
1976;Venezuela;1978.651
1977;Venezuela;1983.2224
1978;Venezuela;1987.8043
1979;Venezuela;1992.3969
1980;Venezuela;1997
1981;Venezuela;1985.9822
1982;Venezuela;1975.0251
1983;Venezuela;1964.1285
1984;Venezuela;1953.2921
1985;Venezuela;1942.5154
1986;Venezuela;1931.7982
1987;Venezuela;1921.1401
1988;Venezuela;1910.5408
1989;Venezuela;1900
1990;Venezuela;1889
1991;Venezuela;1878.4707
1992;Venezuela;1868
1993;Venezuela;1888.8833
1994;Venezuela;1910
1995;Venezuela;1915.2285
1996;Venezuela;1920.4713
1997;Venezuela;1925.7284
1998;Venezuela;1931
1999;Venezuela;1886.8966
2000;Venezuela;1898.5117
2001;Venezuela;1869.4724
2002;Venezuela;1829.0203
2003;Venezuela;1801.2109
2004;Venezuela;1896.6949
2005;Venezuela;1922.8501
1970;Vietnam;2617.082
1971;Vietnam;2618.4055
1972;Vietnam;2619.8298
1973;Vietnam;2620.6924
1974;Vietnam;2621.9473
1975;Vietnam;2622.2305
1976;Vietnam;2623.5054
1977;Vietnam;2625.7358
1978;Vietnam;2626.2886
1979;Vietnam;2627.8647
1980;Vietnam;2629.6807
1981;Vietnam;2631.8984
1982;Vietnam;2633.2598
1983;Vietnam;2634.9053
1984;Vietnam;2637.0962
1985;Vietnam;2638.3945
1986;Vietnam;2637.0444
1987;Vietnam;2640.365
1988;Vietnam;2641.1133
1989;Vietnam;2641.7573
1990;Vietnam;2643.469
1991;Vietnam;2644.7563
1992;Vietnam;2646.5408
1993;Vietnam;2647.239
1994;Vietnam;2648.5125
1995;Vietnam;2648.729
1996;Vietnam;2648.8669
1997;Vietnam;2317.3438
1998;Vietnam;2362.4314
1999;Vietnam;2362.1404
2000;Vietnam;2393.6313
2001;Vietnam;2246.991
2002;Vietnam;2230.7598
2003;Vietnam;2254.8853
2004;Vietnam;2207.4919
2005;Vietnam;2191.7068
2006;Vietnam;2240.8411
2007;Vietnam;2241.1814
2008;Vietnam;2336.6824
2009;Vietnam;2405.3545
2010;Vietnam;2300.02
2011;Vietnam;2331.2832
2012;Vietnam;2310.541
2013;Vietnam;2267.4883
2014;Vietnam;2150.6357
2015;Vietnam;2169.5916
2016;Vietnam;2169.5916
2017;Vietnam;2169.5916
